שם הקובץ,נתיב הקובץ,תיקיית המקור
"מגדל עוז על משנה תורה, הלכות אבל.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגדל עוז/ספר שופטים/מגדל עוז על משנה תורה, הלכות אבל.txt",sefaria
"מגדל עוז על משנה תורה, הלכות ממרים.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגדל עוז/ספר שופטים/מגדל עוז על משנה תורה, הלכות ממרים.txt",sefaria
"מגדל עוז על משנה תורה, הלכות סנהדרין והעונשין המסורין להם.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגדל עוז/ספר שופטים/מגדל עוז על משנה תורה, הלכות סנהדרין והעונשין המסורין להם.txt",sefaria
"חידושי מים חיים על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt","אוצריא/הלכה/משנה תורה/מפרשים/חידושי מים חיים/ספר מדע/חידושי מים חיים על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt",sefaria
"חידושי מים חיים על משנה תורה, הלכות תלמוד תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/חידושי מים חיים/ספר מדע/חידושי מים חיים על משנה תורה, הלכות תלמוד תורה.txt",sefaria
"חידושי מים חיים על משנה תורה, הלכות דעות.txt","אוצריא/הלכה/משנה תורה/מפרשים/חידושי מים חיים/ספר מדע/חידושי מים חיים על משנה תורה, הלכות דעות.txt",sefaria
"חידושי מים חיים על משנה תורה, הלכות יסודי התורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/חידושי מים חיים/ספר מדע/חידושי מים חיים על משנה תורה, הלכות יסודי התורה.txt",sefaria
"השגות הראבד על משנה תורה, הלכות נערה בתולה.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר נשים/השגות הראבד על משנה תורה, הלכות נערה בתולה.txt",sefaria
"השגות הראבד על משנה תורה, הלכות גירושין.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר נשים/השגות הראבד על משנה תורה, הלכות גירושין.txt",sefaria
"השגות הראבד על משנה תורה, הלכות סוטה.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר נשים/השגות הראבד על משנה תורה, הלכות סוטה.txt",sefaria
"השגות הראבד על משנה תורה, הלכות אישות.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר נשים/השגות הראבד על משנה תורה, הלכות אישות.txt",sefaria
"השגות הראבד על משנה תורה, הלכות יבום וחליצה.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר נשים/השגות הראבד על משנה תורה, הלכות יבום וחליצה.txt",sefaria
"השגות הראבד על משנה תורה, הלכות נזירות.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר הפלאה/השגות הראבד על משנה תורה, הלכות נזירות.txt",sefaria
"השגות הראבד על משנה תורה, הלכות נדרים.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר הפלאה/השגות הראבד על משנה תורה, הלכות נדרים.txt",sefaria
"השגות הראבד על משנה תורה, הלכות ערכים וחרמין.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר הפלאה/השגות הראבד על משנה תורה, הלכות ערכים וחרמין.txt",sefaria
"השגות הראבד על משנה תורה, הלכות שבועות.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר הפלאה/השגות הראבד על משנה תורה, הלכות שבועות.txt",sefaria
"השגות הראבד על משנה תורה, הלכות שאלה ופיקדון.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר משפטים/השגות הראבד על משנה תורה, הלכות שאלה ופיקדון.txt",sefaria
"השגות הראבד על משנה תורה, הלכות טוען ונטען.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר משפטים/השגות הראבד על משנה תורה, הלכות טוען ונטען.txt",sefaria
"השגות הראבד על משנה תורה, הלכות נחלות.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר משפטים/השגות הראבד על משנה תורה, הלכות נחלות.txt",sefaria
"השגות הראבד על משנה תורה, הלכות שכירות.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר משפטים/השגות הראבד על משנה תורה, הלכות שכירות.txt",sefaria
"השגות הראבד על משנה תורה, הלכות מלווה ולווה.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר משפטים/השגות הראבד על משנה תורה, הלכות מלווה ולווה.txt",sefaria
"השגות הראבד על משנה תורה, הלכות יסודי התורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר מדע/השגות הראבד על משנה תורה, הלכות יסודי התורה.txt",sefaria
"השגות הראבד על משנה תורה, הלכות תלמוד תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר מדע/השגות הראבד על משנה תורה, הלכות תלמוד תורה.txt",sefaria
"השגות הראבד על משנה תורה, הלכות תשובה.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר מדע/השגות הראבד על משנה תורה, הלכות תשובה.txt",sefaria
"השגות הראבד על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר מדע/השגות הראבד על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt",sefaria
"השגות הראבד על משנה תורה, הלכות דעות.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר מדע/השגות הראבד על משנה תורה, הלכות דעות.txt",sefaria
"השגות הראבד על משנה תורה, הלכות מאכלות אסורות.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר קדושה/השגות הראבד על משנה תורה, הלכות מאכלות אסורות.txt",sefaria
"השגות הראבד על משנה תורה, הלכות שחיטה.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר קדושה/השגות הראבד על משנה תורה, הלכות שחיטה.txt",sefaria
"השגות הראבד על משנה תורה, הלכות איסורי ביאה.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר קדושה/השגות הראבד על משנה תורה, הלכות איסורי ביאה.txt",sefaria
"השגות הראבד על משנה תורה, הלכות תרומות.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר זרעים/השגות הראבד על משנה תורה, הלכות תרומות.txt",sefaria
"השגות הראבד על משנה תורה, הלכות ביכורים ושאר מתנות כהונה שבגבולין.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר זרעים/השגות הראבד על משנה תורה, הלכות ביכורים ושאר מתנות כהונה שבגבולין.txt",sefaria
"השגות הראבד על משנה תורה, הלכות מעשר שני ונטע רבעי.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר זרעים/השגות הראבד על משנה תורה, הלכות מעשר שני ונטע רבעי.txt",sefaria
"השגות הראבד על משנה תורה, הלכות מעשרות.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר זרעים/השגות הראבד על משנה תורה, הלכות מעשרות.txt",sefaria
"השגות הראבד על משנה תורה, הלכות שמיטה ויובל.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר זרעים/השגות הראבד על משנה תורה, הלכות שמיטה ויובל.txt",sefaria
"השגות הראבד על משנה תורה, הלכות מתנות עניים.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר זרעים/השגות הראבד על משנה תורה, הלכות מתנות עניים.txt",sefaria
"השגות הראבד על משנה תורה, הלכות כלאים.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר זרעים/השגות הראבד על משנה תורה, הלכות כלאים.txt",sefaria
"השגות הראבד על משנה תורה, הלכות רוצח ושמירת נפש.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר נזיקין/השגות הראבד על משנה תורה, הלכות רוצח ושמירת נפש.txt",sefaria
"השגות הראבד על משנה תורה, הלכות גזילה ואבידה.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר נזיקין/השגות הראבד על משנה תורה, הלכות גזילה ואבידה.txt",sefaria
"השגות הראבד על משנה תורה, הלכות גניבה.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר נזיקין/השגות הראבד על משנה תורה, הלכות גניבה.txt",sefaria
"השגות הראבד על משנה תורה, הלכות חובל ומזיק.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר נזיקין/השגות הראבד על משנה תורה, הלכות חובל ומזיק.txt",sefaria
"השגות הראבד על משנה תורה, הלכות נזקי ממון.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר נזיקין/השגות הראבד על משנה תורה, הלכות נזקי ממון.txt",sefaria
"השגות הראבד על משנה תורה, הלכות ברכות.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר אהבה/השגות הראבד על משנה תורה, הלכות ברכות.txt",sefaria
"השגות הראבד על משנה תורה, הלכות קריאת שמע.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר אהבה/השגות הראבד על משנה תורה, הלכות קריאת שמע.txt",sefaria
"השגות הראבד על משנה תורה, הלכות מילה.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר אהבה/השגות הראבד על משנה תורה, הלכות מילה.txt",sefaria
"השגות הראבד על משנה תורה, הלכות ציצית.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר אהבה/השגות הראבד על משנה תורה, הלכות ציצית.txt",sefaria
"השגות הראבד על משנה תורה, הלכות תפילין ומזוזה וספר תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר אהבה/השגות הראבד על משנה תורה, הלכות תפילין ומזוזה וספר תורה.txt",sefaria
"השגות הראבד על משנה תורה, הלכות תפילה וברכת כהנים.txt","אוצריא/הלכה/משנה תורה/מפרשים/השגות הראבד/ספר אהבה/השגות הראבד על משנה תורה, הלכות תפילה וברכת כהנים.txt",sefaria
