displayName,categoryEnglish,printYear,ocrFeDir,printLocationEnglish,textFileURL,category,source,author,printLocation,underwentBerelUnflagging,nikudMetegFileURL,OCRDataURL,authorEnglish,fileName,displayNameEnglish
רא”ה כתובות,Rishonim on Talmud Bavli,1923,reahketubot_EGT,Vilna,https://files.dicta.org.il/reahketubot/reahketubot__text_files.zip,"מפרשי הש""ס (ראשונים ופוסקים)",ספריית דיקטה,אהרן הלוי,וילנה,,https://files.dicta.org.il/reahketubot/reahketubot__nikud_meteg_files.zip,https://files.dicta.org.il/reahketubot/reahketubot__ocr_data_html_files.zip,Aharon ben Joseph haLevi,reahketubot,Re’ah (Ketubot)
ראש יוסף על ביצה,Acharonim on Talmud Bavli,1883,roshyosefbeitzah_EGT,Lamberg,https://files.dicta.org.il/roshyosefbeitzah/roshyosefbeitzah__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יוסף בר מאיר תאומים,לעמבערג,,https://files.dicta.org.il/roshyosefbeitzah/roshyosefbeitzah__nikud_meteg_files.zip,https://files.dicta.org.il/roshyosefbeitzah/roshyosefbeitzah__ocr_data_html_files.zip,Joseph ben Meir Teomim,roshyosefbeitzah,Rosh Yosef (Beitzah)
ראש יוסף על חולין חלק א,Acharonim on Talmud Bavli,1910,roshyosefchullin1,Peterkov,https://files.dicta.org.il/roshyosefchullin1/roshyosefchullin1__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יוסף בר מאיר תאומים,פיעטרקוב,,https://files.dicta.org.il/roshyosefchullin1/roshyosefchullin1__nikud_meteg_files.zip,https://files.dicta.org.il/roshyosefchullin1/roshyosefchullin1__ocr_data_html_files.zip,Joseph ben Meir Teomim,roshyosefchullin1,Rosh Yosef (Chullin) part 1
ראש יוסף על חולין חלק ב,Acharonim on Talmud Bavli,1910,roshyosefchullin2,Peterkov,https://files.dicta.org.il/roshyosefchullin2/roshyosefchullin2__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יוסף בר מאיר תאומים,פיעטרקוב,,https://files.dicta.org.il/roshyosefchullin2/roshyosefchullin2__nikud_meteg_files.zip,https://files.dicta.org.il/roshyosefchullin2/roshyosefchullin2__ocr_data_html_files.zip,Joseph ben Meir Teomim,roshyosefchullin2,Rosh Yosef (Chullin) part 2
ראש יוסף על פסחים,Acharonim on Talmud Bavli,1883,roshyosefpesachim_EGT,Lamberg,https://files.dicta.org.il/roshyosefpesachim/roshyosefpesachim__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יוסף בר מאיר תאומים,לעמבערג,,https://files.dicta.org.il/roshyosefpesachim/roshyosefpesachim__nikud_meteg_files.zip,https://files.dicta.org.il/roshyosefpesachim/roshyosefpesachim__ocr_data_html_files.zip,Joseph ben Meir Teomim,roshyosefpesachim,Rosh Yosef (Pesachim)
ראשון לציון על ביצה,Acharonim on Talmud Bavli,1915,rishonletzionbeitzah_EGT,Jerusalem,https://files.dicta.org.il/rishonletzionbeitzah/rishonletzionbeitzah__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי חיים בן עֲטַר,ירושלים,,https://files.dicta.org.il/rishonletzionbeitzah/rishonletzionbeitzah__nikud_meteg_files.zip,https://files.dicta.org.il/rishonletzionbeitzah/rishonletzionbeitzah__ocr_data_html_files.zip,Rabbi Chaim Ben Attar,rishonletzionbeitzah,Rishon Letzion (Beitzah)
ראשון לציון על ברכות,Acharonim on Talmud Bavli,1867,rishonletzionberakhot_EGT,Odesa,https://files.dicta.org.il/rishonletzionberakhot/rishonletzionberakhot__text_files.zip,"מפרשי הש""ס (אחרונים)",,רבי חיים בן עֲטַר,אדעסא,,https://files.dicta.org.il/rishonletzionberakhot/rishonletzionberakhot__nikud_meteg_files.zip,https://files.dicta.org.il/rishonletzionberakhot/rishonletzionberakhot__ocr_data_html_files.zip,Rabbi Chaim Ben Attar,rishonletzionberakhot,Rishon Letzion (Berakhot)
ראשון לציון על חגיגה,Acharonim on Talmud Bavli,1915,rishonletzionchagigah_EGT,Jerusalem,https://files.dicta.org.il/rishonletzionchagigah/rishonletzionchagigah__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי חיים בן עֲטַר,ירושלים,,https://files.dicta.org.il/rishonletzionchagigah/rishonletzionchagigah__nikud_meteg_files.zip,https://files.dicta.org.il/rishonletzionchagigah/rishonletzionchagigah__ocr_data_html_files.zip,Rabbi Chaim Ben Attar,rishonletzionchagigah,Rishon Letzion (Chagigah)
ראשון לציון על מועד קטן,Acharonim on Talmud Bavli,1915,rishonletzionmoedkatan_EGT,Jerusalem,https://files.dicta.org.il/rishonletzionmoedkatan/rishonletzionmoedkatan__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי חיים בן עֲטַר,ירושלים,,https://files.dicta.org.il/rishonletzionmoedkatan/rishonletzionmoedkatan__nikud_meteg_files.zip,https://files.dicta.org.il/rishonletzionmoedkatan/rishonletzionmoedkatan__ocr_data_html_files.zip,Rabbi Chaim Ben Attar,rishonletzionmoedkatan,Rishon Letzion (Moed Katan)
"ראשון לציון על נ""ך",Bible Commentaries,1915,rishonlitziononnach_EGT,Jerusalem,https://files.dicta.org.il/rishonlitziononnach/rishonlitziononnach__text_files.zip,"מפרשי התנ""ך",ספריית דיקטה,רבי חיים בן עֲטַר,ירושלים,,https://files.dicta.org.il/rishonlitziononnach/rishonlitziononnach__nikud_meteg_files.zip,https://files.dicta.org.il/rishonlitziononnach/rishonlitziononnach__ocr_data_html_files.zip,Rabbi Chaim Ben Attar,rishonlitziononnach,Rishon Li-Tzion on Nach
ראשון לציון על סוכה,Acharonim on Talmud Bavli,1915,rishonletzionsukkah_EGT,Jerusalem,https://files.dicta.org.il/rishonletzionsukkah/rishonletzionsukkah__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי חיים בן עֲטַר,ירושלים,,https://files.dicta.org.il/rishonletzionsukkah/rishonletzionsukkah__nikud_meteg_files.zip,https://files.dicta.org.il/rishonletzionsukkah/rishonletzionsukkah__ocr_data_html_files.zip,Rabbi Chaim Ben Attar,rishonletzionsukkah,Rishon Letzion (Sukkah)
ראשון לציון על שולחן ערוך,Commentaries on Shulchan Aruch,1915,rishonletzionshulchanaruch_EGT,Jerusalem,https://files.dicta.org.il/rishonletzionshulchanaruch/rishonletzionshulchanaruch__text_files.zip,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,רבי חיים בן עֲטַר,ירושלים,,https://files.dicta.org.il/rishonletzionshulchanaruch/rishonletzionshulchanaruch__nikud_meteg_files.zip,https://files.dicta.org.il/rishonletzionshulchanaruch/rishonletzionshulchanaruch__ocr_data_html_files.zip,Rabbi Chaim Ben Attar,rishonletzionshulchanaruch,Rishon Li-Tzion on Shulchan Aruch
ראשון לציון על תענית,Acharonim on Talmud Bavli,1915,rishonletziontaanit_EGT,Jerusalem,https://files.dicta.org.il/rishonletziontaanit/rishonletziontaanit__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי חיים בן עֲטַר,ירושלים,,https://files.dicta.org.il/rishonletziontaanit/rishonletziontaanit__nikud_meteg_files.zip,https://files.dicta.org.il/rishonletziontaanit/rishonletziontaanit__ocr_data_html_files.zip,Rabbi Chaim Ben Attar,rishonletziontaanit,Rishon Letzion (Taanit)
ראשית בכורים,Responsa,1869,reshitbikurim,Vilna,https://files.dicta.org.il/reshitbikurim/reshitbikurim__text_files.zip,"שו""ת",,הרב בצלאל כהן,וילנה,,https://files.dicta.org.il/reshitbikurim/reshitbikurim__nikud_meteg_files.zip,https://files.dicta.org.il/reshitbikurim/reshitbikurim__ocr_data_html_files.zip,Rabbi Bezalel HaKohen,reshitbikurim,Reshit Bikurim
"רב""ז אורח חיים",Responsa,1930,rabazorachchayim_EGT,Warsaw,https://files.dicta.org.il/rabazorachchayim/rabazorachchayim__text_files.zip,"שו""ת",ספריית דיקטה,רבי בצלאל זאב שפרן,ורשא,,https://files.dicta.org.il/rabazorachchayim/rabazorachchayim__nikud_meteg_files.zip,https://files.dicta.org.il/rabazorachchayim/rabazorachchayim__ocr_data_html_files.zip,"Shafran, Betzalel Zev",rabazorachchayim,Rabaz Orach Chayim
"רב""ז יורה דעה",Responsa,1930,rabazyorehdeah,Warsaw,https://files.dicta.org.il/rabazyorehdeah/rabazyorehdeah__text_files.zip,"שו""ת",,רבי בצלאל זאב שפרן,ורשא,,https://files.dicta.org.il/rabazyorehdeah/rabazyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/rabazyorehdeah/rabazyorehdeah__ocr_data_html_files.zip,"Shafran, Betzalel Zev",rabazyorehdeah,Rabaz Yoreh Deah
"רבי אליהו מזרחי(רא""ם)",Responsa,1938,reem_EGT,Jerusalem,https://files.dicta.org.il/reem/reem__text_files.zip,"שו""ת",ספריית דיקטה,רבי אליהו מזרחי,ירושלים,,https://files.dicta.org.il/reem/reem__nikud_meteg_files.zip,https://files.dicta.org.il/reem/reem__ocr_data_html_files.zip,Elijah Mizrachi,reem,Re’em
רבי בצלאל אשכנזי,Responsa,1833,rbetzalelashkenazi,Sadilkab,https://files.dicta.org.il/rbetzalelashkenazi/rbetzalelashkenazi__text_files.zip,"שו""ת",,רבי בצלאל אשכנזי,סדילקאב,,https://files.dicta.org.il/rbetzalelashkenazi/rbetzalelashkenazi__nikud_meteg_files.zip,https://files.dicta.org.il/rbetzalelashkenazi/rbetzalelashkenazi__ocr_data_html_files.zip,R. Betzalel Ashkenazi,rbetzalelashkenazi,R. Betzalel Ashkenazi
רבי עקיבא אייגר,Responsa,1902,rakivaeiger_EGT,,https://files.dicta.org.il/rakivaeiger/rakivaeiger__text_files.zip,"שו""ת",ספריית דיקטה,רבי עקיבא בן משה איגר,װארשא,,https://files.dicta.org.il/rakivaeiger/rakivaeiger__nikud_meteg_files.zip,https://files.dicta.org.il/rakivaeiger/rakivaeiger__ocr_data_html_files.zip,Akiva Eger,rakivaeiger,Rabbi Akiva Eiger Responsa
רבי עקיבא אייגר החדשות,Responsa,1889,rakivaeigerhachdashot_EGT,,https://files.dicta.org.il/rakivaeigerhachdashot/rakivaeigerhachdashot__text_files.zip,"שו""ת",ספריית דיקטה,רבי עקיבא בן משה איגר,וויען,,https://files.dicta.org.il/rakivaeigerhachdashot/rakivaeigerhachdashot__nikud_meteg_files.zip,https://files.dicta.org.il/rakivaeigerhachdashot/rakivaeigerhachdashot__ocr_data_html_files.zip,Akiva Eger,rakivaeigerhachdashot,R. Akiva Eiger hachdashot
רבי עקיבא אייגר תנינא,Responsa,1889,rakivaeigertanina_EGT,,https://files.dicta.org.il/rakivaeigertanina/rakivaeigertanina__text_files.zip,"שו""ת",ספריית דיקטה,רבי עקיבא בן משה איגר,וויען,,https://files.dicta.org.il/rakivaeigertanina/rakivaeigertanina__nikud_meteg_files.zip,https://files.dicta.org.il/rakivaeigertanina/rakivaeigertanina__ocr_data_html_files.zip,Akiva Eger,rakivaeigertanina,R. Akiva Eiger tanina
"רד""ך",Responsa,1834,radach_EGT,,https://files.dicta.org.il/radach/radach__text_files.zip,"שו""ת",,רבי דוד בן חיים הכהן,אוסטרהא,,https://files.dicta.org.il/radach/radach__nikud_meteg_files.zip,https://files.dicta.org.il/radach/radach__ocr_data_html_files.zip,David HaCohen,radach,Radach
"רדב""ז",Responsa,1882,radbaz7_EGT,Jerusalem,https://files.dicta.org.il/radbaz7/radbaz7__text_files.zip,"שו""ת",ספריית דיקטה,רבי דוד בן שלמה אבן זמרא,ירושלים,,https://files.dicta.org.il/radbaz7/radbaz7__nikud_meteg_files.zip,https://files.dicta.org.il/radbaz7/radbaz7__ocr_data_html_files.zip,rabbi David ben Solomon ibn Abi Zimra,radbaz7,Radach
"רי""ף",Responsa,1794,rifresponsa,,https://files.dicta.org.il/rifresponsa/rifresponsa__text_files.zip,"שו""ת",,רבי יצחק אלפאסי,ווין,,https://files.dicta.org.il/rifresponsa/rifresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/rifresponsa/rifresponsa__ocr_data_html_files.zip,Isaac Alfasi,rifresponsa,Rif Responsa
רן מגילה,Rishonim on Talmud Bavli,1858,ranmegillah_EGT,,https://files.dicta.org.il/ranmegillah/ranmegillah__text_files.zip,"מפרשי הש""ס (ראשונים ופוסקים)",ספריית דיקטה,רבי נסים בן ראובן גירונדי,אלטונא,,https://files.dicta.org.il/ranmegillah/ranmegillah__nikud_meteg_files.zip,https://files.dicta.org.il/ranmegillah/ranmegillah__ocr_data_html_files.zip,rabbi Nissim ben Reuben Gerondi,ranmegillah,Ran Megillah
רסיסי לילה,Sifrei Chasidut,1903,resiseilailah_EGT,Lublin,https://files.dicta.org.il/resiseilailah/resiseilailah__text_files.zip,ספרי חסידות,ספריית דיקטה,ר' צדוק הכהן,לובלין,,https://files.dicta.org.il/resiseilailah/resiseilailah__nikud_meteg_files.zip,https://files.dicta.org.il/resiseilailah/resiseilailah__ocr_data_html_files.zip,Rabbi Zadok HaCohen,resiseilailah,Resisei Lailah
שאגת אריה,Responsa,1869,shaagataryeh_EGT,,https://files.dicta.org.il/shaagataryeh/shaagataryeh__text_files.zip,"שו""ת",,רבי אריה ליב גינזבורג,ורשא,,https://files.dicta.org.il/shaagataryeh/shaagataryeh__nikud_meteg_files.zip,https://files.dicta.org.il/shaagataryeh/shaagataryeh__ocr_data_html_files.zip,Aryeh Leib ben Asher Ginzburg,shaagataryeh,Shaagat Aryeh
שאגת אריה החדשות,Responsa,1873,shaagataryehhachadashot_EGT,Vilnius,https://files.dicta.org.il/shaagataryehhachadashot/shaagataryehhachadashot__text_files.zip,"שו""ת",ספריית דיקטה,רבי אריה ליב גינזבורג,וילנה,,https://files.dicta.org.il/shaagataryehhachadashot/shaagataryehhachadashot__nikud_meteg_files.zip,https://files.dicta.org.il/shaagataryehhachadashot/shaagataryehhachadashot__ocr_data_html_files.zip,Aryeh Leib ben Asher Ginzburg,shaagataryehhachadashot,Sha'agat Aryeh Ha-Chadashot
שארית יוסף,Responsa,1893,sheerityosef_EGT,Krakow,https://files.dicta.org.il/sheerityosef/sheerityosef__text_files.zip,"שו""ת",,"רבי יוסף כ""ץ",קראקא,,https://files.dicta.org.il/sheerityosef/sheerityosef__nikud_meteg_files.zip,https://files.dicta.org.il/sheerityosef/sheerityosef__ocr_data_html_files.zip,Joseph ben Mordechai Gershon,sheerityosef,She'erit Yosef
שבות יעקב חלק א,Responsa,1861,shevutyaakov1_EGT,Lamberg,https://files.dicta.org.il/shevutyaakov1/shevutyaakov1__text_files.zip,"שו""ת",,רבי יעקב ריישר,למברג,,https://files.dicta.org.il/shevutyaakov1/shevutyaakov1__nikud_meteg_files.zip,https://files.dicta.org.il/shevutyaakov1/shevutyaakov1__ocr_data_html_files.zip,rabbi Yaakov Reisher,shevutyaakov1,Shevut Yaakov part 1
שבות יעקב חלק ב,Responsa,1861,shevutyaakov2_EGT,Lamberg,https://files.dicta.org.il/shevutyaakov2/shevutyaakov2__text_files.zip,"שו""ת",,רבי יעקב ריישר,למברג,,https://files.dicta.org.il/shevutyaakov2/shevutyaakov2__nikud_meteg_files.zip,https://files.dicta.org.il/shevutyaakov2/shevutyaakov2__ocr_data_html_files.zip,rabbi Yaakov Reisher,shevutyaakov2,Shevut Yaakov part 2
שבות יעקב חלק ג,Responsa,1861,shevutyaakov3_EGT,Lamberg,https://files.dicta.org.il/shevutyaakov3/shevutyaakov3__text_files.zip,"שו""ת",,רבי יעקב ריישר,למברג,,https://files.dicta.org.il/shevutyaakov3/shevutyaakov3__nikud_meteg_files.zip,https://files.dicta.org.il/shevutyaakov3/shevutyaakov3__ocr_data_html_files.zip,rabbi Yaakov Reisher,shevutyaakov3,Shevut Yaakov part 3
שבט סופר חלק א,Responsa,1919,shevetsofer1_EGT,Budapest,https://files.dicta.org.il/shevetsofer1/shevetsofer1__text_files.zip,"שו""ת",ספריית דיקטה,רבי שמחה בונים סופר,בודפסט,,https://files.dicta.org.il/shevetsofer1/shevetsofer1__nikud_meteg_files.zip,https://files.dicta.org.il/shevetsofer1/shevetsofer1__ocr_data_html_files.zip,rabbi Śimhah Bunem Sofer,shevetsofer1,Shevet Sofer part 1
שדה מגרש,,1865,sadahmegaresh,livorno,https://files.dicta.org.il/sadahmegaresh/sadahmegaresh__text_files.zip,,ספריית דיקטה,רבי אברהם חיים בן מסעוד חי אדאדי,ליוורנו,,https://files.dicta.org.il/sadahmegaresh/sadahmegaresh__nikud_meteg_files.zip,https://files.dicta.org.il/sadahmegaresh/sadahmegaresh__ocr_data_html_files.zip,Abraham Hayyim ben Masoud Hai Adadi,sadahmegaresh,Sadah Megaresh
שדי חמד אסיפת דינים אותיות ד-ז,Reference,1896,sdeichemedasifatdinim4_7,Warsaw,https://files.dicta.org.il/sdeichemedasifatdinim4_7/sdeichemedasifatdinim4_7__text_files.zip,כללים ומערכות בהלכה,ספריית דיקטה,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedasifatdinim4_7/sdeichemedasifatdinim4_7__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinim4_7/sdeichemedasifatdinim4_7__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedasifatdinim4_7,Sdei Chemed Asifat Dinim letters Dalet-Zayin
שדי חמד אסיפת דינים אותייות א-ג,Reference,1891,sdeichemedasifatdinim1_3,Warsaw,https://files.dicta.org.il/sdeichemedasifatdinim1_3/sdeichemedasifatdinim1_3__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedasifatdinim1_3/sdeichemedasifatdinim1_3__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinim1_3/sdeichemedasifatdinim1_3__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedasifatdinim1_3,Sdei Chemed Asifat Dinim letters alef-gimel
שדי חמד אסיפת דינים חול המועד,Reference,1896,sdeichemedasifatdinimcholhamoed,Warsaw,https://files.dicta.org.il/sdeichemedasifatdinimcholhamoed/sdeichemedasifatdinimcholhamoed__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedasifatdinimcholhamoed/sdeichemedasifatdinimcholhamoed__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimcholhamoed/sdeichemedasifatdinimcholhamoed__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedasifatdinimcholhamoed,Sdei Chemed Asifat Dinim Chol Hamoed
שדי חמד אסיפת דינים חמץ ומצה,Reference,1898,sdeichemedasifatdinimchametzumatzah2,Warsaw,https://files.dicta.org.il/sdeichemedasifatdinimchametzumatzah2/sdeichemedasifatdinimchametzumatzah2__text_files.zip,כללים ומערכות בהלכה,ספריית דיקטה,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedasifatdinimchametzumatzah2/sdeichemedasifatdinimchametzumatzah2__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimchametzumatzah2/sdeichemedasifatdinimchametzumatzah2__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedasifatdinimchametzumatzah2,Sdei Chemed Asifat Dinim Chametz U Matzah part 2
שדי חמד אסיפת דינים חמץ ומצה חלק א,Reference,1896,sdeichemedasifatdinimchametzumatzah1,Warsaw,https://files.dicta.org.il/sdeichemedasifatdinimchametzumatzah1/sdeichemedasifatdinimchametzumatzah1__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedasifatdinimchametzumatzah1/sdeichemedasifatdinimchametzumatzah1__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimchametzumatzah1/sdeichemedasifatdinimchametzumatzah1__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedasifatdinimchametzumatzah1,Sdei Chemed Asifat Dinim Chametz U Matzah part 1
שדי חמד אסיפת דינים חנוכה,Reference,1896,sdeichemedasifatdinimchanukah,Warsaw,https://files.dicta.org.il/sdeichemedasifatdinimchanukah/sdeichemedasifatdinimchanukah__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedasifatdinimchanukah/sdeichemedasifatdinimchanukah__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimchanukah/sdeichemedasifatdinimchanukah__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedasifatdinimchanukah,Sdei Chemed Asifat Dinim Chanukah
שדי חמד אסיפת דינים חתן וכלה וחופה,Reference,1896,sdeichemedasifatdinimchatanvekalavechuppah,Warsaw,https://files.dicta.org.il/sdeichemedasifatdinimchatanvekalavechuppah/sdeichemedasifatdinimchatanvekalavechuppah__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedasifatdinimchatanvekalavechuppah/sdeichemedasifatdinimchatanvekalavechuppah__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimchatanvekalavechuppah/sdeichemedasifatdinimchatanvekalavechuppah__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedasifatdinimchatanvekalavechuppah,Sdei Chemed Asifat Dinim Chatan Vekala Vechuppah
שדי חמד אסיפת דינים יום הכיפורים,Reference,1902,sdeichemedasifatdinimyomkippurim,Warsaw,https://files.dicta.org.il/sdeichemedasifatdinimyomkippurim/sdeichemedasifatdinimyomkippurim__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedasifatdinimyomkippurim/sdeichemedasifatdinimyomkippurim__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimyomkippurim/sdeichemedasifatdinimyomkippurim__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedasifatdinimyomkippurim,Sdei Chemed Asifat Dinim Yom Kippurim
שדי חמד אסיפת דינים מילה,Reference,1902,sdeichemedasifatdinimmilah,Warsaw,https://files.dicta.org.il/sdeichemedasifatdinimmilah/sdeichemedasifatdinimmilah__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedasifatdinimmilah/sdeichemedasifatdinimmilah__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimmilah/sdeichemedasifatdinimmilah__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedasifatdinimmilah,Sdei Chemed Asifat Dinim Milah
שדי חמד אסיפת דינים ראש השנה,Reference,1902,sdeichemedasifatdinimroshhashanah,Warsaw,https://files.dicta.org.il/sdeichemedasifatdinimroshhashanah/sdeichemedasifatdinimroshhashanah__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedasifatdinimroshhashanah/sdeichemedasifatdinimroshhashanah__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimroshhashanah/sdeichemedasifatdinimroshhashanah__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedasifatdinimroshhashanah,Sdei Chemed Asifat Dinim Rosh Hasanah
שדי חמד באר בשדי חלק א,Reference,1898,sdeichemedbaerbasdie1,Warsaw,https://files.dicta.org.il/sdeichemedbaerbasdie1/sdeichemedbaerbasdie1__text_files.zip,כללים ומערכות בהלכה,ספריית דיקטה,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedbaerbasdie1/sdeichemedbaerbasdie1__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedbaerbasdie1/sdeichemedbaerbasdie1__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedbaerbasdie1,sdei chemed baer basdie part 1
שדי חמד באר בשדי חלק ב,Reference,1898,sdeichemedbaerbasdie2,Warsaw,https://files.dicta.org.il/sdeichemedbaerbasdie2/sdeichemedbaerbasdie2__text_files.zip,כללים ומערכות בהלכה,ספריית דיקטה,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedbaerbasdie2/sdeichemedbaerbasdie2__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedbaerbasdie2/sdeichemedbaerbasdie2__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedbaerbasdie2,sdei chemed baer basdie part 2
שדי חמד דברי חכמים,Reference,1891,sdeichemeddivreichachamim,Warsaw,https://files.dicta.org.il/sdeichemeddivreichachamim/sdeichemeddivreichachamim__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemeddivreichachamim/sdeichemeddivreichachamim__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemeddivreichachamim/sdeichemeddivreichachamim__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemeddivreichachamim,Sdei Chemed Divrei Chachamim
שדי חמד פאת השדה מערכות ב-ד,Reference,1901,sdeichemedpeathasadeh1,Warsaw,https://files.dicta.org.il/sdeichemedpeathasadeh1/sdeichemedpeathasadeh1__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedpeathasadeh1/sdeichemedpeathasadeh1__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedpeathasadeh1/sdeichemedpeathasadeh1__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedpeathasadeh1,Sdei Chemed peat hasadeh marechet alef
שדי חמד פאת השדה מערכת א,Reference,1898,sdeichemedkuntreshaposkim,Warsaw,https://files.dicta.org.il/sdeichemedkuntreshaposkim/sdeichemedkuntreshaposkim__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedkuntreshaposkim/sdeichemedkuntreshaposkim__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedkuntreshaposkim/sdeichemedkuntreshaposkim__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedkuntreshaposkim,Sdei Chemed Kuntres Haposkim
שדי חמד פאת השדה מערכת ה,Reference,1902,sdeichemedpeathasadeh2_4,Warsaw,https://files.dicta.org.il/sdeichemedpeathasadeh2_4/sdeichemedpeathasadeh2_4__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedpeathasadeh2_4/sdeichemedpeathasadeh2_4__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedpeathasadeh2_4/sdeichemedpeathasadeh2_4__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedpeathasadeh2_4,Sdei Chemed peat hasadeh marchot Bet-Dalet
שדי חמד קונטרס הכללים מערכות ג-ה,Reference,1896,sdeichemedkuntreshaklalim3_5,Warsaw,https://files.dicta.org.il/sdeichemedkuntreshaklalim3_5/sdeichemedkuntreshaklalim3_5__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedkuntreshaklalim3_5/sdeichemedkuntreshaklalim3_5__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedkuntreshaklalim3_5/sdeichemedkuntreshaklalim3_5__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedkuntreshaklalim3_5,Sdei Chemed Kuntres Haklalim marchot gimel-he
