Column1,Column2,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23
"משנה למלך על משנה תורה, הלכות ערכים וחרמין",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות פסולי המוקדשין",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות פרה אדומה",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות ציצית",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות קרבן פסח",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות קריאת שמע",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות רוצח ושמירת נפש",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות שאלה ופיקדון",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות שאר אבות הטומאות",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות שבועות",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות שביתת עשור",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות שבת",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות שגגות",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות שחיטה",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות שכירות",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות שכנים",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות שלוחין ושותפין",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות שמיטה ויובל",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות שקלים",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות תלמוד תורה",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות תמורה",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות תמידים ומוספין",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות תעניות",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות תפילה וברכת כהנים",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות תרומות",אחרונים,,,,,,,,,,,,,,,,,,,
"משנה למלך על משנה תורה, הלכות תשובה",אחרונים,,,,,,,,,,,,,,,,,,,
משנה מגילה,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה מדות,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה מועד קטן,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה מכות,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה מכשירין,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה מנחות,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה מעילה,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה מעשר שני,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה מעשרות,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה מקואות,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה נגעים,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה נדה,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה נדרים,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה נזיר,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה סוטה,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה סוכה,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה סנהדרין,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה עבודה זרה,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה עדיות,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה עוקצים,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה עירובין,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה ערכין,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה ערלה,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה פאה,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה פסחים,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה פרה,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה קידושין,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה קינים,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה ראש השנה,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה שבועות,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה שביעית,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה שבת,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה שכיר חלק א,אחרונים,,,,,,,,,,,,,,,,,,,
משנה שקלים,"חז""ל",,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות אבל",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות איסורי ביאה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות איסורי המזבח",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות אישות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות ביאת מקדש",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות ביכורים ושאר מתנות כהונה שבגבולין",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות בית הבחירה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות בכורות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות ברכות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות גזילה ואבידה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות גירושין",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות גניבה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות דעות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות זכייה ומתנה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות חגיגה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות חובל ומזיק",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות חמץ ומצה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות טומאת אוכלים",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות טומאת מת",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות טומאת צרעת",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות טוען ונטען",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות יבום וחליצה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות יסודי התורה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות כלאים",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות כלי המקדש והעובדין בו",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות כלים",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות מאכלות אסורות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות מגילה וחנוכה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות מחוסרי כפרה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות מטמאי משכב ומושב",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות מילה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות מכירה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות מלווה ולווה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות מלכים ומלחמות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות ממרים",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות מעילה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות מעשה הקרבנות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות מעשר שני ונטע רבעי",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות מעשרות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות מקואות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות מתנות עניים",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות נדרים",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות נזירות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות נזקי ממון",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות נחלות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות נערה בתולה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות סוטה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות סנהדרין והעונשין המסורין להם",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות עבדים",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות עבודה זרה וחוקות הגויים",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות עבודת יום הכפורים",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות עדות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות עירובין",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות ערכים וחרמין",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות פסולי המוקדשין",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות פרה אדומה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות ציצית",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות קידוש החודש",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות קרבן פסח",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות קריאת שמע",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות רוצח ושמירת נפש",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות שאלה ופיקדון",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות שאר אבות הטומאות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות שבועות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות שביתת יום טוב",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות שביתת עשור",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות שבת",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות שגגות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות שופר וסוכה ולולב",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות שחיטה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות שכירות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות שכנים",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות שלוחין ושותפין",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות שמיטה ויובל",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות שקלים",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות תלמוד תורה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות תמורה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות תמידים ומוספין",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות תעניות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות תפילה וברכת כהנים",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות תפילין ומזוזה וספר תורה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות תרומות",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, הלכות תשובה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, מסירת תורה שבעל פה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, מצוות לא תעשה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, מצוות עשה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, סדר התפילה",ראשונים,,,,,,,,,,,,,,,,,,,
"משנה תורה, תוכן החיבור",ראשונים,,,,,,,,,,,,,,,,,,,
משנה תמורה,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה תמיד,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה תענית,"חז""ל",,,,,,,,,,,,,,,,,,,
משנה תרומות,"חז""ל",,,,,,,,,,,,,,,,,,,
משנת דרבי אליעזר על איכה רבה,אחרונים,,,,,,,,,,,,,,,,,,,
משנת דרבי אליעזר על אסתר רבה,אחרונים,,,,,,,,,,,,,,,,,,,
משנת דרבי אליעזר על בראשית רבה,אחרונים,,,,,,,,,,,,,,,,,,,
משנת דרבי אליעזר על קהלת רבה,אחרונים,,,,,,,,,,,,,,,,,,,
משנת דרבי אליעזר על רות רבה,אחרונים,,,,,,,,,,,,,,,,,,,
משנת רבי אליעזר,"חז""ל",,,,,,,,,,,,,,,,,,,
משנתם בלשונם ביצה על מלאכות יום טוב,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם בלשונם מוקצה בפרק כירה,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם בלשונם על גיטין פרק א,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם בלשונם על פרק כל הגט - בענייני לשמה וברירה,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם בלשונם שבת פרק א' - הוצאה,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה חולין,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה לא יחפור,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה מוקצה בפרק כירה,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה מלאכות שבת,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה נדרים פרק א,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה נדרים פרק נערה המאורסה,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה על גיטין פרק א,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה על גיטין פרק ג - ענייני לשמה וברירה,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה על מלאכות יו''ט במסכת ביצה,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה פרק חזקת הבתים,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה פרק איזהו נשך,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה פרק המפקיד,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה פרק יש נוחלין,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה שבת פרק א' - הוצאה,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה שבת שהייה חזרה והטמנה,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה תערובות,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משנתם סדורה תערובות בשר בחלב,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משפטי בדיקת הסכין לרבי יונה זצל,ראשונים,,,,,,,,,,,,,,,,,,,
משפטי עוזיאל,מחברי זמננו,,,,,,,,,,,,,,,,,,,
משפטים ישרים,אחרונים,,,,,,,,,,,,,,,,,,,
מתנות כהונה על איכה רבה,אחרונים,,,,,,,,,,,,,,,,,,,
מתנות כהונה על אסתר רבה,אחרונים,,,,,,,,,,,,,,,,,,,
מתנות כהונה על במדבר רבה,אחרונים,,,,,,,,,,,,,,,,,,,
מתנות כהונה על בראשית רבה,אחרונים,,,,,,,,,,,,,,,,,,,
מתנות כהונה על דברים רבה,אחרונים,,,,,,,,,,,,,,,,,,,
מתנות כהונה על ויקרא רבה,אחרונים,,,,,,,,,,,,,,,,,,,
מתנות כהונה על קהלת רבה,אחרונים,,,,,,,,,,,,,,,,,,,
מתנות כהונה על רות רבה,אחרונים,,,,,,,,,,,,,,,,,,,
מתנות כהונה על שיר השירים רבה,אחרונים,,,,,,,,,,,,,,,,,,,
מתנות כהונה על שמות רבה,אחרונים,,,,,,,,,,,,,,,,,,,
נאות דשא,אחרונים,,,,,,,,,,,,,,,,,,,
נאות יעקב חלק א,אחרונים,,,,,,,,,,,,,,,,,,,
נאות יעקב חלק ב,אחרונים,,,,,,,,,,,,,,,,,,,
נדה,"חז""ל",,,,,,,,,,,,,,,,,,,
נדרים,"חז""ל",,,,,,,,,,,,,,,,,,,
נהר מצרים,אחרונים,,,,,,,,,,,,,,,,,,,
נודע ביהודה מהדורא קמא,אחרונים,,,,,,,,,,,,,,,,,,,
נודע ביהודה מהדורא תנינא,אחרונים,,,,,,,,,,,,,,,,,,,
נוסחא חדשה על מסכת גרים,"חז""ל",,,,,,,,,,,,,,,,,,,
נוסחאות כי על מסכת סופרים,"חז""ל",,,,,,,,,,,,,,,,,,,
נוסחאות כתב יד על יבמות,ראשונים,,,,,,,,,,,,,,,,,,,
נוסחת הגרא על אבות דרבי נתן,אחרונים,,,,,,,,,,,,,,,,,,,
נוסחת הגרא על מסכת דרך ארץ זוטא,אחרונים,,,,,,,,,,,,,,,,,,,
נוסחת הגרא על מסכת דרך ארץ רבה,אחרונים,,,,,,,,,,,,,,,,,,,
נוסחת הגרא על מסכת כלה,אחרונים,,,,,,,,,,,,,,,,,,,
נוסחת הגרא על מסכת סופרים,אחרונים,,,,,,,,,,,,,,,,,,,
נוסחת הגרא על מסכת שמחות,אחרונים,,,,,,,,,,,,,,,,,,,
נועם אלימלך,אחרונים,,,,,,,,,,,,,,,,,,,
נועם ירושלמי על בבא בתרא,אחרונים,,,,,,,,,,,,,,,,,,,
נועם ירושלמי על בבא מציעא,אחרונים,,,,,,,,,,,,,,,,,,,
נועם ירושלמי על בבא קמא,אחרונים,,,,,,,,,,,,,,,,,,,
נועם ירושלמי על ביצה,אחרונים,,,,,,,,,,,,,,,,,,,
נועם ירושלמי על בכורים,אחרונים,,,,,,,,,,,,,,,,,,,
נועם ירושלמי על ברכות,אחרונים,,,,,,,,,,,,,,,,,,,
נועם ירושלמי על גיטין,אחרונים,,,,,,,,,,,,,,,,,,,
נועם ירושלמי על דמאי,אחרונים,,,,,,,,,,,,,,,,,,,
נועם ירושלמי על הוריות,אחרונים,,,,,,,,,,,,,,,,,,,
נועם ירושלמי על חגיגה,אחרונים,,,,,,,,,,,,,,,,,,,
נועם ירושלמי על חלה,אחרונים,,,,,,,,,,,,,,,,,,,
נועם ירושלמי על יבמות,אחרונים,,,,,,,,,,,,,,,,,,,
